Unnamed: 0.1,Unnamed: 0,title,artist,count,year,id
974,74,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,20,2015,5uqphUYsR45kPYplrYSAQh
975,75,This Could Be Us,Rae Sremmurd,20,2015,4jTiyLlOJVJj3mCr7yfPQD
976,76,Heartbeat Song,Kelly Clarkson,20,2015,7FC9Lng8iXU081lbigu8m8
977,77,Lose My Mind,Brett Eldredge,20,2015,1qC0pi9ZH47XDjvaNbg8ch
978,78,Energy,Drake,20,2015,79XrkTOfV1AqySNjVlygpW
979,79,Ayo,Chris Brown & Tyga,20,2015,0k6DnZMLoEUH8NGD5zh2SE
980,80,How Deep Is Your Love,Calvin Harris & Disciples,20,2015,22mek4IiqubGD9ctzxc69s
981,81,I Really Like You,Carly Rae Jepsen,20,2015,2hHLbkatPwOOmrNxTiD41L
982,82,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,20,2015,4LfkoDOt4mhrbo8Ndk37sQ
983,83,A Guy Walks Into A Bar,Tyler Farr,20,2015,16PNN9wK1LbedzcTp7y8y0
984,84,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,20,2015,0hy1SOTEn9ifXTzOwnCwEr
985,85,Don't It,Billy Currington,20,2015,4iLPK8QnOvqm0Azbsk2GDn
986,86,House Party,Sam Hunt,20,2015,1TwLKNsCnhi1HxbIi4bAW0
987,87,Don't,Ed Sheeran,20,2015,1huvTbEYtgltjQRXzrNKGi
988,88,Be Real,Kid Ink Featuring DeJ Loaf,20,2015,4fUh9VvKW4shhWN5LfN1Ba
989,89,Love You Like That,Canaan Smith,20,2015,2QVzUws1l5mzZ4v46tGHrC
990,90,Feeling Myself,Nicki Minaj Featuring Beyonce,20,2015,5fyIGoaaKelzdyW8ELhYJZ
991,91,"John Cougar, John Deere, John 3:16",Keith Urban,20,2015,72f7jNxopSGvbx3M35i3Zl
992,92,Kick The Dust Up,Luke Bryan,20,2015,5g15o2Sm55Hn9ShK5yEXgp
993,93,Smoke,A Thousand Horses,20,2015,0ZUnRmGiWEypcw14WjW109
994,94,Know Yourself,Drake,20,2015,5InOp6q2vvx0fShv3bzFLZ
995,95,Hotline Bling,Drake,19,2015,0wwPcA6wtMf6HUMpIRdeP7
996,96,Wet Dreamz,J. Cole,19,2015,4tqcoej1zPvwePZCzuAjJd
997,97,Ain't Worth The Whiskey,Cole Swindell,19,2015,3OZVqx1YsqDDkxQ6TnmHtn
998,98,Dear Future Husband,Meghan Trainor,19,2015,3cU2wBxuV6nFiuf6PJZNlC
999,99,Sippin' On Fire,Florida Georgia Line,19,2015,0H9Q7Vzu8nYRDBZYKbtU8d
1000,0,All Of Me,John Legend,49,2014,3U4isOIWM3VvDubwSI3y7a
1001,1,Let It Go,Idina Menzel,47,2014,0qcr5FMsEO85NAQjrlDRKo
1002,2,Happy,Pharrell Williams,47,2014,60nZcImufyMA1MKQY3dcCH
1003,3,Dark Horse,Katy Perry Featuring Juicy J,44,2014,4jbmgIyjGoXjY01XxatOx6
1004,4,Counting Stars,OneRepublic,42,2014,2tpWsVSb9UEmDRxAl1zhX1
1005,5,Fancy,Iggy Azalea Featuring Charli XCX,39,2014,3oiMJQAWVaxSubJ7b2VUtX
1006,6,Animals,Martin Garrix,38,2014,0A9mHc7oYUoCECqByV8cQR
1007,7,Turn Down For What,DJ Snake & Lil Jon,37,2014,67awxiNHNyjMXhVgsHuIrs
1008,8,Stay With Me,Sam Smith,37,2014,5Nm9ERjJZ5oyfXZTECKmRt
1009,9,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,36,2014,5BrTUo0xP1wKXLJWUaGFtk
1010,10,Pompeii,Bastille,35,2014,3gbBpTdY8lnQwqxNCcf795
1011,11,Rude,MAGIC!,34,2014,6RtPijgfPKROxEzTHNRiDp
1012,12,Latch,Disclosure Featuring Sam Smith,33,2014,1DunhgeZSEgWiIYbHqXl0c
1013,13,Talk Dirty,Jason Derulo Featuring 2 Chainz,33,2014,6g6A7qNhTfUgOSH7ROOxTD
1014,14,Chandelier,Sia,32,2014,2s1sdSqGcKxpPr5lCl7jAV
1015,15,Am I Wrong,Nico & Vinz,31,2014,1fidCEsYlaVE3pHwKCvpFZ
1016,16,Best Day Of My Life,American Authors,31,2014,5Hroj5K7vLpIG4FNCRIjbP
1017,17,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,30,2014,32lm3769IRfcnrQV11LO4E
1018,18,Timber,Pitbull Featuring Ke$ha,29,2014,3cHyrEgdyYRjgJKSOiOtcS
1019,19,Habits (Stay High),Tove Lo,29,2014,14OxJlLdcHNpgsm4DRwDOB
1020,20,Trumpets,Jason Derulo,29,2014,5KONnBIQ9LqCxyeSPin26k
1021,21,Na Na,Trey Songz,28,2014,5maiP9UMnTSgoxPX8X3bdz
1022,22,Wake Me Up!,Avicii,28,2014,0nrRP2bk19rLc0orkWPQk2
1023,23,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,27,2014,2TR7A4ulH9R1PNwMyd8o8U
1024,24,Demons,Imagine Dragons,27,2014,3LlAyCYU26dvFZBDUIMb7a
1025,25,Rather Be,Clean Bandit Featuring Jess Glynne,27,2014,0am001WwFBVGDGLwRh3ixi
1026,26,Don't,Ed Sheeran,27,2014,1huvTbEYtgltjQRXzrNKGi
1027,27,Classic,MKTO,27,2014,6FE2iI43OZnszFLuLtvvmg
1028,28,Summer,Calvin Harris,26,2014,6YUTL4dYpB9xZO5qExPf05
1029,29,A Sky Full Of Stars,Coldplay,26,2014,0FDzzruyVECATHXKHFs9eJ
1030,30,Team,Lorde,26,2014,3G6hD9B2ZHOsgf4WfNu7X1
1031,31,Bottoms Up,Brantley Gilbert,25,2014,0HZUp8fm9fh1Mitqx4CIOr
1032,32,Boom Clap,Charli XCX,25,2014,0Y1MWB026LYxGvhq4EcMiC
1033,33,Problem,Ariana Grande Featuring Iggy Azalea,25,2014,7vS3Y0IKjde7Xg85LWIEdP
1034,34,Riptide,Vance Joy,25,2014,2uXlHCUbq9OMUwx3hrk06o
1035,35,Show Me,Kid Ink Featuring Chris Brown,25,2014,4q6dqyGM25sKFU8nYAGRe4
1036,36,Don't Tell 'Em,Jeremih Featuring YG,25,2014,0Dc7J9VPV4eOInoxUiZrsL
1037,37,Story Of My Life,One Direction,25,2014,4nVBt6MZDDP6tRVdQTgxJg
1038,38,2 On,Tinashe Featuring ScHoolboy Q,24,2014,3jVtllWS5CFFWLQng8sKsr
1039,39,Black Widow,Iggy Azalea Featuring Rita Ora,24,2014,7pNC5ZIKtwUK0ReSpM3P9f
1040,40,Ain't It Fun,Paramore,24,2014,1j8z4TTjJ1YOdoFEDwJTQa
1041,41,Let Her Go,Passenger,23,2014,1KxwZYyzWNyZSRyErj2ojT
1042,42,Cool Kids,Echosmith,23,2014,13P5rwmk2EsoFRIz9UCeh9
1043,43,All About That Bass,Meghan Trainor,23,2014,5jE48hhRu8E6zBDPRSkEq7
1044,44,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,22,2014,7DTlsMOQjGysXHpwwpHuPl
1045,45,Break Free,Ariana Grande Featuring Zedd,22,2014,12KUFSHFgT0XCoiSlvdQi4
1046,46,Maps,Maroon 5,22,2014,4gbVRS8gloEluzf0GzDOFc
1047,47,New Flame,Chris Brown Featuring Usher & Rick Ross,22,2014,3fBbfrWZUuWWrMQXFISr7N
1048,48,Not A Bad Thing,Justin Timberlake,22,2014,3nB82yGjtbQFSU0JLAwLRH
1049,49,The Monster,Eminem Featuring Rihanna,22,2014,48RrDBpOSSl1aLVCalGl5C
1050,50,Wiggle,Jason Derulo Featuring Snoop Dogg,21,2014,2sLwPnIP3CUVmIuHranJZU
1051,51,Partition,Beyonce,21,2014,5hgnY0mVcVetszbb85qeDg
1052,52,Burn,Ellie Goulding,21,2014,5lF0pHbsJ0QqyIrLweHJPW
1053,53,Leave The Night On,Sam Hunt,21,2014,3wx2kQWPn9p5UppQbNhPAk
1054,54,Royals,Lorde,21,2014,2dLLR6qlu5UJ5gk0dKz0h3
1055,55,Stolen Dance,Milky Chance,21,2014,0ZfByLXCeKchuj7zi1CJ0S
1056,56,Come With Me Now,KONGOS,21,2014,2kWowW0k4oFymhkr7LmvzO
1057,57,Hey Brother,Avicii,21,2014,4lhqb6JvbHId48OUJGwymk
1058,58,Drink To That All Night,Jerrod Niemann,20,2014,3M31S6f0z8S3nkFh3eS06W
1059,59,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,20,2014,29gsi1zZrZxdStACmTQB0Z
1060,60,Sing,Ed Sheeran,20,2014,6K8qKeWo5MsFED7wCR6Kop
1061,61,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,20,2014,3JUT20Ycry03hgIbMSSBzV
1062,62,"Where It's At (Yep, Yep)",Dustin Lynch,20,2014,3IQu6EQqPlYN3pk0xQz9zK
1063,63,Give Me Back My Hometown,Eric Church,20,2014,3MykNWa65IP2VN1Qa6B9yK
1064,64,Girls Chase Boys,Ingrid Michaelson,20,2014,3tInTDUq8wdIMw5ftohmqJ
1065,65,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,20,2014,6s9m5J92By7jii22Q2XtY2
1066,66,The Worst,Jhene Aiko,20,2014,2wBCrtJS3E3TimRZ5MElTI
1067,67,Dirt,Florida Georgia Line,20,2014,5CXnIPD6rTjszYYQm6fY2P
1068,68,Get Me Some Of That,Thomas Rhett,20,2014,4O1CExxinEpKZi3861NlTK
1069,69,Trophies,Young Money Featuring Drake,20,2014,6HfOzLLjsaXsehIFEsrxTk
1070,70,Who Do You Love?,YG Featuring Drake,20,2014,7ngdkrVQPgP3AoIxUrTpHT
1071,71,Sunshine & Whiskey,Frankie Ballard,20,2014,2K2M0TcglCRLLpFOzKeFZA
1072,72,Shower,Becky G,20,2014,3DmW6y7wTEYHJZlLo1r6XJ
1073,73,Drunk On A Plane,Dierks Bentley,20,2014,1soxUgYIZb1qx1c7o1Lc7z
1074,74,Drunk In Love,Beyonce Featuring Jay Z,20,2014,6jG2YzhxptolDzLHTGLt7S
1075,75,No Flex Zone,Rae Sremmurd,20,2014,2L8cFPItBljPNJgPjTnuIf
1076,76,Hot Boy,Bobby Shmurda,20,2014,0rFke7eNFHbGuGJUdRgjB2
1077,77,Hope You Get Lonely Tonight,Cole Swindell,20,2014,5BtS8w1kkjLV1BbvB0t12u
1078,78,Love Never Felt So Good,Michael Jackson & Justin Timberlake,20,2014,48td6xvpokdYwvbl3JIiXP
1079,79,Neon Lights,Demi Lovato,20,2014,34MJ07N9Bhu6iKPaxSVnCT
1080,80,On Top Of The World,Imagine Dragons,20,2014,6KuHjfXHkfnIjdmcIvt9r0
1081,81,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,20,2014,7t2bFihaDvhIrd2gn2CWJO
1082,82,Me And My Broken Heart,Rixton,20,2014,1oew3nFNY3vMacJAsvry0S
1083,83,Paranoid,Ty Dolla $ign Featuring B.o.B,20,2014,0Yp3wCUpjrG7NWWPDpmQXm
1084,84,Main Chick,Kid Ink Featuring Chris Brown,20,2014,2asIUjALYhUbH8hvLUhDWo
1085,85,Love Runs Out,OneRepublic,20,2014,5BJSZocnCeSNeYMj3iVqM7
1086,86,Play It Again,Luke Bryan,20,2014,03fT3OHB9KyMtGMt2zwqCT
1087,87,Ready Set Roll,Chase Rice,20,2014,1pbjOhmFwYC09EYU5EwB5L
1088,88,No Mediocre,T.I. Featuring Iggy Azalea,20,2014,0SqUFLaRXwufRUsJ0t4dXB
1089,89,Rewind,Rascal Flatts,20,2014,6eZP01jERQt27Ggq7kpEf9
1090,90,Lettin' The Night Roll,Justin Moore,20,2014,33LSgUa20mKNgeut1XwP2E
1091,91,Roller Coaster,Luke Bryan,20,2014,5r00wpsojd4mBYaQFDvni7
1092,92,Say Something,A Great Big World & Christina Aguilera,20,2014,6Vc5wAMmXdKIAM7WUoEb7N
1093,93,She Looks So Perfect,5 Seconds Of Summer,20,2014,1gugDOSMREb34Xo0c1PlxM
1094,94,La La La,Naughty Boy Featuring Sam Smith,20,2014,36pLU2ywVeBKEF0rrKtmCB
1095,95,I Don't Dance,Lee Brice,20,2014,5aj0xPGiEUN3aI2oOYu14S
1096,96,Human,Christina Perri,20,2014,1x80xTzSL7pok3M5JC3oJz
1097,97,Day Drinking,Little Big Town,20,2014,1pxXqJZBrCREdC0s4Xs6Xz
1098,98,We Dem Boyz,Wiz Khalifa,20,2014,1ULa3GfdMKs0MfRpm6xVlu
1099,99,Believe Me,Lil Wayne Featuring Drake,20,2014,6t2eIONH4Sax3R21QWiKNp
1100,0,Radioactive,Imagine Dragons,52,2013,4G8gkOterJn0Ywt6uhqbhp
1101,1,Sail,AWOLNATION,47,2013,7ueP5u2qkdZbIPN2YA6LR0
1102,2,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,44,2013,6mH3qVIeOsnQIAho5eWwhH
1103,3,Mirrors,Justin Timberlake,42,2013,4rHZZAmHpZrA3iH5zx8frV
1104,4,Stay,Rihanna Featuring Mikky Ekko,41,2013,789CxjEOtO76BVD1A9yJQH
1105,5,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,39,2013,22skzmqfdWrjJylampe0kt
1106,6,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,38,2013,6CjtS2JZH9RkDz5UVInsa9
1107,7,Cruise,Florida Georgia Line Featuring Nelly,36,2013,0i5el041vd6nxrGEU8QRxy
1108,8,Just Give Me A Reason,P!nk Featuring Nate Ruess,36,2013,1mKXFLRA179hdOWQBwUk9e
1109,9,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,35,2013,0n4bITAu0Y0nigrz3MFJMb
1110,10,Demons,Imagine Dragons,34,2013,3LlAyCYU26dvFZBDUIMb7a
1111,11,Ho Hey,The Lumineers,34,2013,0DwClY2t9YAWHBROMIgrXb
1112,12,When I Was Your Man,Bruno Mars,34,2013,0nJW01T7XtvILxQgC5J7Wh
1113,13,Clarity,Zedd Featuring Foxes,33,2013,60wwxj6Dd9NJlirf84wr2c
1114,14,Safe And Sound,Capital Cities,33,2013,5JVbvCHX10U2pLa5DEqGav
1115,15,"Gone, Gone, Gone",Phillip Phillips,30,2013,56sxN1yKg1dgOZXBcAHkJG
1116,16,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,30,2013,01uqI4H13Gsd8Lyl1EYd8H
1117,17,I Love It,Icona Pop Featuring Charli XCX,29,2013,6HZ9VeI5IRFCNQLXhpF4bq
1118,18,Get Lucky,Daft Punk Featuring Pharrell Williams,29,2013,69kOkLUCkxIZYexIgSG8rq
1119,19,Power Trip,J. Cole Featuring Miguel,29,2013,2uwnP6tZVVmTovzX5ELooy
1120,20,Brave,Sara Bareilles,27,2013,6Uy6K3KdmUdAfelUp0SeXn
1121,21,I Knew You Were Trouble.,Taylor Swift,27,2013,6FB3v4YcR57y4tXFcdxI1E
1122,22,HeadBand,B.o.B Featuring 2 Chainz,27,2013,2LvRR121MWFmmEGkuV2vQP
1123,23,Sweater Weather,The Neighbourhood,27,2013,2QjOHCTQ1Jl3zawyYOpxh6
1124,24,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,26,2013,2E43WFS4rRc09za2r2GmZl
1125,25,The Way,Ariana Grande Featuring Mac Miller,26,2013,06EL94D0TA27Ik0Ke5usbj
1126,26,We Can't Stop,Miley Cyrus,26,2013,2y4lAQpi5VTNLu2ldeTdUH
1127,27,Counting Stars,OneRepublic,26,2013,2tpWsVSb9UEmDRxAl1zhX1
1128,28,Bad,Wale Featuring Tiara Thomas Or Rihanna,26,2013,5yhKaacMZGRo4s6evJx9vk
1129,29,Suit & Tie,Justin Timberlake Featuring JAY Z,26,2013,6vt0I1cw1YmAIKDJvHVIM5
1130,30,Wagon Wheel,Darius Rucker,26,2013,3xdjjKMcMOFgo1eQrfbogM
1131,31,Wake Me Up!,Avicii,25,2013,0nrRP2bk19rLc0orkWPQk2
1132,32,I Need Your Love,Calvin Harris Featuring Ellie Goulding,25,2013,05SBRd4fXgn8FX7bf8BCAE
1133,33,Locked Out Of Heaven,Bruno Mars,25,2013,3w3y8KPTfNeOKPiqUTakBh
1134,34,Royals,Lorde,24,2013,2dLLR6qlu5UJ5gk0dKz0h3
1135,35,Feel This Moment,Pitbull Featuring Christina Aguilera,24,2013,0Hf4aIJpsN4Os2f0y0VqWl
1136,36,Treasure,Bruno Mars,23,2013,55h7vJchibLdUkxdlX3fK7
1137,37,Daylight,Maroon 5,23,2013,6TwfdLbaxTKzQi3AgsZNzx
1138,38,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013,1Ist6PR2BZR3n2z2Y5R6S1
1139,39,Holy Grail,Jay Z Featuring Justin Timberlake,23,2013,37jTPJgwCCmIGMPB45jrPV
1140,40,It Goes Like This,Thomas Rhett,22,2013,6GsAD8PgHxmEuIPTG8GP3M
1141,41,Love Me,Lil Wayne Featuring Drake & Future,22,2013,2XHzzp1j4IfTNp1FTn7YFg
1142,42,Come & Get It,Selena Gomez,22,2013,4P5KoWXOxwuobLmHXLMobV
1143,43,Started From The Bottom,Drake,22,2013,5DI9jxTHrEiFAhStG7VA8E
1144,44,Sweet Nothing,Calvin Harris Featuring Florence Welch,21,2013,24LS4lQShWyixJ0ZrJXfJ5
1145,45,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21,2013,39FwE8edwuyiaa4PrGBkP7
1146,46,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21,2013,4Pwjz3DfvfQWV0rO2V8jyh
1147,47,Crash My Party,Luke Bryan,21,2013,6GBUsjHfZuweYf5lQEz6mP
1148,48,Gas Pedal,Sage The Gemini Featuring IamSu!,21,2013,1UMKquW1olreYO1LlLmTqi
1149,49,Scream & Shout,will.i.am & Britney Spears,21,2013,2iJuuzV8P9Yz0VSurttIV5
1150,50,Love More,Chris Brown Featuring Nicki Minaj,21,2013,2MDueMvPkUTpU6Xkmeinln
1151,51,The Other Side,Jason Derulo,21,2013,5FljCWR0cys07PQ9277GTz
1152,52,Love Somebody,Maroon 5,21,2013,0HnaqUxvHP5LaWdmWwJpiS
1153,53,Young And Beautiful,Lana Del Rey,21,2013,2nMeu6UenVvwUktBCpLMK9
1154,54,Hey Girl,Billy Currington,21,2013,4CcrLWFQY4dRGMbUR59cSp
1155,55,Heart Attack,Demi Lovato,21,2013,1V6gIisPpYqgFeWbMLI0bA
1156,56,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013,3aHkbJXFYpPrup2K8wvDOV
1157,57,Carry On,fun.,20,2013,7gpy7sfWPNuOKmUNs3XQYE
1158,58,Crooked Smile,J. Cole Featuring TLC,20,2013,5gFoAVTN9YlM9uJCrFZtgl
1159,59,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013,4wFUdSCer8bdQsrp1M90sa
1160,60,Little Bit Of Everything,Keith Urban,20,2013,1J8j3IeJz1HXoHF59LoP4h
1161,61,I Will Wait,Mumford & Sons,20,2013,3Bclyko7WmwM2oGmKj8sue
1162,62,Downtown,Lady Antebellum,20,2013,4kY7rYtE4OQkJNq22OIYRI
1163,63,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013,2V65y3PX4DkRhy1djlxd9p
1164,64,Tom Ford,JAY-Z,20,2013,1PNGJBI1Lx0h8QCpkHKZLU
1165,65,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013,0HFrCOmhCYXlv4NdEwRAuj
1166,66,I Want Crazy,Hunter Hayes,20,2013,4FkgULes13bk2eHrsJg4q9
1167,67,Don't Ya,Brett Eldredge,20,2013,3Qe097eJNp9MfpT2PieEw0
1168,68,Type Of Way,Rich Homie Quan,20,2013,6nu35hLc8zsA9bwBpcuf5L
1169,69,Get Your Shine On,Florida Georgia Line,20,2013,6s9ICeczYOfbHHIaSMq9jd
1170,70,Hey Pretty Girl,Kip Moore,20,2013,75p6fgACKYIyIhsoG411SZ
1171,71,Harlem Shake,Baauer,20,2013,01XFgRZfZI7oBagNf1Loml
1172,72,Troublemaker,Olly Murs Featuring Flo Rida,20,2013,6s8nHXTJVqFjXE4yVZPDHR
1173,73,I Drive Your Truck,Lee Brice,20,2013,6aPc6SSWgTsiXrrUpJCPlj
1174,74,DONE.,The Band Perry,20,2013,7t3yEWJXS4ZZE64JyJDJIg
1175,75,How Many Drinks?,Miguel,20,2013,5ctk3VJoHoURSiwkCJn2bf
1176,76,Let Her Go,Passenger,20,2013,1KxwZYyzWNyZSRyErj2ojT
1177,77,Round Here,Florida Georgia Line,20,2013,5T6DM9qjjngWnukcw0svkX
1178,78,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013,4X5f3vT8MRuXF68pfjNte5
1179,79,Aw Naw,Chris Young,20,2013,53Dj5PCDhb22qWqmre3YQs
1180,80,Red Nose,Sage The Gemini,20,2013,1KIQ0RscHwxXPJUvhuO5Bl
1181,81,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013,n/a
1182,82,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013,08ljt6NCNAgewQaMya1URa
1183,83,Anywhere With You,Jake Owen,20,2013,2yWtLaPCOUDyi7f1lOXCn5
1184,84,Beat This Summer,Brad Paisley,20,2013,2EUHzmBZux7SSra71cGkIB
1185,85,Next To Me,Emeli Sande,20,2013,1Xsxp1SEOxuMzjrFZhtw8u
1186,86,Sure Be Cool If You Did,Blake Shelton,20,2013,5yIiXdLRE85OBiQmCaUenq
1187,87,Southern Girl,Tim McGraw,20,2013,29AR5X5yKPd4DBIAiqUMDy
1188,88,Parking Lot Party,Lee Brice,20,2013,4HFNGbVmsMV5lHUvDuXLkl
1189,89,Mine Would Be You,Blake Shelton,20,2013,1zvQt99d5oTkEQLmSoO1yu
1190,90,Mama's Broken Heart,Miranda Lambert,20,2013,2mXsZsJBThTaJXbNcg5QD4
1191,91,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013,6bxUnsSGZCmoHHU5auwtps
1192,92,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013,7A8d6xGJy2DpNqO2b9DrJu
1193,93,Loveeeeeee Song,Rihanna Featuring Future,20,2013,3DZQ6mzUkAdHqZWzqxBKIK
1194,94,Body Party,Ciara,20,2013,0rFZaQ4crlGAzuCjWCQ2xu
1195,95,All Over The Road,Easton Corbin,20,2013,6XD3HMATLswheYevIfKkSi
1196,96,Pour It Up,Rihanna,20,2013,76VtA90NKurNqaQpV126Ue
1197,97,See You Again,Carrie Underwood,20,2013,7jP7iCJ1cXVXYHWIkYtP6d
1198,98,Redneck Crazy,Tyler Farr,20,2013,4lcXNTm9JrQpJYXqsENmFI
1199,99,Alive,Krewella,20,2013,2SHnUyZq0zwmvRIl4WY77G
1200,0,Somebody That I Used To Know,Gotye Featuring Kimbra,52,2012,4wCmqSrbyCgxEXROQE6vtV
1201,1,Lights,Ellie Goulding,51,2012,11ozIUBoXAgRTVWelDn4pL
1202,2,I Won't Give Up,Jason Mraz,44,2012,53QF56cjZA9RTuuMZDrSA6
1203,3,Call Me Maybe,Carly Rae Jepsen,43,2012,3TGRqZ0a2l1LRblBkJoaDx
1204,4,Some Nights,fun.,43,2012,6t6oULCRS6hnI7rm0h5gwl
1205,5,We Are Young,Glee Cast,41,2012,1zugfOhn6BebboqGcpUlba
1206,6,Home,Dierks Bentley,39,2012,6q5nAr2JniAHj1gKheejE0
1207,7,Everybody Talks,Neon Trees,39,2012,2iUmqdfGZcHIhS3b9E9EWq
1208,8,Too Close,Alex Clare,39,2012,4sK96UnGx3NjBaqvfTG2dm
1209,9,Glad You Came,The Wanted,38,2012,5yDL13y5giogKs2fSNf7sj
1210,10,Wild Ones,Flo Rida Featuring Sia,36,2012,1NpW5kyvO4XrNJ3rnfcNy3
1211,11,Drive By,Train,36,2012,0KAiuUOrLTIkzkpfpn9jb9
1212,12,Stronger (What Doesn't Kill You),Kelly Clarkson,35,2012,6D60klaHqbCl9ySc8VcRss
1213,13,Wanted,Hunter Hayes,34,2012,0p1BcEcYVO3uk4KDf3gzkY
1214,14,What Makes You Beautiful,One Direction,34,2012,4cluDES4hQEUhmXj6TXkSo
1215,15,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",33,2012,4qikXelSRKvoCqFcHLB2H2
1216,16,The One That Got Away,Katy Perry,33,2012,6hkOqJ5mE093AQf2lbZnsG
1217,17,Titanium,David Guetta Featuring Sia,32,2012,0lHAMNU8RGiIObScrsRgmP
1218,18,Give Your Heart A Break,Demi Lovato,32,2012,3sP3c86WFjOzHHnbhhZcLA
1219,19,Payphone,Maroon 5 Featuring Wiz Khalifa,31,2012,4P0osvTXoSYZZC2n8IFH3c
1220,20,Starships,Nicki Minaj,31,2012,1oHNvJVbFkexQc0BpQp7Y4
1221,21,The Motto,Drake Featuring Lil Wayne,30,2012,4Kz4RdRCceaA9VgTqBhBfa
1222,22,Little Talks,Of Monsters And Men,30,2012,2ihCaVdNZmnHZWt0fvAM7B
1223,23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012,0IkKz2J93C94Ei4BvDop7P
1224,24,It's Time,Imagine Dragons,29,2012,6BtmXhTJMM9sBTHeYYASGz
1225,25,We Found Love,Rihanna Featuring Calvin Harris,29,2012,6qn9YLKt13AGvpq9jfO8py
1226,26,Whistle,Flo Rida,29,2012,3bC1ahPIYt1btJzSSEyyrF
1227,27,Take Care,Drake Featuring Rihanna,29,2012,124NFj84ppZ5pAxTuVQYCQ
1228,28,Ho Hey,The Lumineers,28,2012,0DwClY2t9YAWHBROMIgrXb
1229,29,Sexy And I Know It,LMFAO,27,2012,0obBFrPYkSoBJbvHfUIhkv
1230,30,Set Fire To The Rain,Adele,27,2012,73CMRj62VK8nUS4ezD2wvi
1231,31,No Lie,2 Chainz Featuring Drake,26,2012,6j9iyrrmqWlQZ5SD1hSTaq
1232,32,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,2012,75lo8VozcCLRG9WGG674iD
1233,33,Heart Attack,Trey Songz,26,2012,25CA8QVJQrh5R05UUCaODM
1234,34,One More Night,Maroon 5,26,2012,4XNrMwGx1SqP01sqkGTDmo
1235,35,Feel So Close,Calvin Harris,26,2012,1gihuPhrLraKYrJMAEONyc
1236,36,Wide Awake,Katy Perry,26,2012,1rUQmXEy41tXwHIKFECNTa
1237,37,Time Is Love,Josh Turner,25,2012,2rg3yLJKN5Yl4JCHHkMgeC
1238,38,Good Feeling,Flo Rida,25,2012,2LEF1A8DOZ9wRYikWgVlZ8
1239,39,Where Have You Been,Rihanna,25,2012,5WQQIDU3HRaMyPkob8mpFb
1240,40,Don't Wake Me Up,Chris Brown,25,2012,18VfHIPaCo0s6FTi1Fnp6T
1241,41,Blow Me (One Last Kiss),P!nk,24,2012,4k80K0b6KZ2QjAYkXON7q6
1242,42,Good Time,Owl City & Carly Rae Jepsen,24,2012,1kPpge9JDLpcj15qgrPbYX
1243,43,Turn Me On,David Guetta Featuring Nicki Minaj,24,2012,6JOlNkT0QdHeZB0wPbI9IR
1244,44,The A Team,Ed Sheeran,23,2012,1VdZ0vKfR5jneCmWIUAMxK
1245,45,Drunk On You,Luke Bryan,23,2012,3kv6omImmKEfOVJWjstusF
1246,46,Hard To Love,Lee Brice,23,2012,6E9V9TRlVOLjenGjHemzEH
1247,47,Burn It Down,Linkin Park,23,2012,7oVEtyuv9NBmnytsCIsY5I
1248,48,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,2012,7LcfRTgAVTs5pQGEQgUEzN
1249,49,Thinkin Bout You,Frank Ocean,23,2012,7DfFc7a6Rwfi3YQMRbDMau
